Title ID	Region	Name	PKG direct link	Content ID	File Size
CUSA13790	JP	JUDGE EYES：死神の遺言　一章まるごと・スペシャル体験版	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA13790_00/1/f_15d1188242330ea8f2cf352becfdc04238b96e748710e0cede181467f4fb3191/f/JP0177-CUSA13790_00-JUDGEEYESTRIALJP.json	JP0177-CUSA13790_00-JUDGEEYESTRIALJP	
CUSA14584	JP	GOD EATER® 3 アクション体験版 改	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA14584_00/2/f_075172381cace5f8669ad42ec3858d41df5f1acb809f51ef6807f140aa06e108/f/JP0700-CUSA14584_00-GODEATER3TRIAL01.json	JP0700-CUSA14584_00-GODEATER3TRIAL01	
CUSA10345	EU	Detroit: Become Human Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA10345_00/2/f_57b1e781fe99d6cf5af25f5a75c94f7cca5cbf67bb22ede1432ba4653c47a30e/f/EP9000-CUSA10345_00-DETROITDEMO00001.json	EP9000-CUSA10345_00-DETROITDEMO00001	
CUSA10489	EU	Project CARS 2 Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA10489_00/1/f_551e2ee21a06bcadaa80cac2e6ff3b592d79e5234c415536a44101483089cd0a/f/EP0700-CUSA10489_00-PROJECTCARS2DEMO.json	EP0700-CUSA10489_00-PROJECTCARS2DEMO	
CUSA06632	EU	Outlast 2 Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06632_00/1/f_7e78506fc65266b4e0677545794b9d6f4f540385cc6a89cd58b511189b8ed304/f/EP4467-CUSA06632_00-OUTLAST2DEMO0000.json	EP4467-CUSA06632_00-OUTLAST2DEMO0000	
CUSA06176	EU	Pro Evolution Soccer 2017 DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06176_00/1/f_b02a5c7ac726fb90717443dc09e2873e17c67884fd49acf5a27a010fac4bd9c3/f/EP0101-CUSA06176_00-PES2017DEMO00000.json	EP0101-CUSA06176_00-PES2017DEMO00000	
CUSA04067	EU	Nioh Alpha Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA04067_00/2/f_fc2f33a2978c0e0dd40c50048600a4233bd762e779522fc4c43bf1166f94cf74/f/EP4108-CUSA04067_00-NIOHTAIKEN000000.json	EP4108-CUSA04067_00-NIOHTAIKEN000000	
CUSA03331	EU	Uncharted™: The Nathan Drake Collection Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA03331_00/2/f_8a1eb04e5b55f422e5fc621ec530bd36cecfe5623542e275ac4bbfeb65f77984/f/EP9000-CUSA03331_00-UNCHARTEDNDCDEMO.json	EP9000-CUSA03331_00-UNCHARTEDNDCDEMO	
CUSA02989	EU	Pro Evolution Soccer 2016 DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA02989_00/1/f_c5d0fec49504596555852a978d6900677a1e099e42128246ff004f01a24e4b14/f/EP0101-CUSA02989_00-PES2016HG0000000.json	EP0101-CUSA02989_00-PES2016HG0000000	
CUSA02817	EU	Just Dance® 2016 ( Demo )	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA02817_00/1/f_58a7cce0afd3bd79009517ad1e230fc65d973d739f5ebabae066be62c0c32a12/f/EP0001-CUSA02817_00-JD2016PS4SCEEDMO.json	EP0001-CUSA02817_00-JD2016PS4SCEEDMO	
